UNITID,OPEID,OPEID6,INSTNM,CITY,STABBR,ADM_RATE,SAT_AVG,SAT_AVG_ALL,DEBT_MDN_SUPP,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,LO_INC_RPY_3YR_RT_SUPP,MD_INC_RPY_3YR_RT_SUPP,HI_INC_RPY_3YR_RT_SUPP,COMPL_RPY_3YR_RT_SUPP,NONCOM_RPY_3YR_RT_SUPP,DEP_RPY_3YR_RT_SUPP,IND_RPY_3YR_RT_SUPP,PELL_RPY_3YR_RT_SUPP,NOPELL_RPY_3YR_RT_SUPP,FEMALE_RPY_3YR_RT_SUPP,MALE_RPY_3YR_RT_SUPP,FIRSTGEN_RPY_3YR_RT_SUPP,NOTFIRSTGEN_RPY_3YR_RT_SUPP,C150_L4_POOLED_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,C200_4_POOLED_SUPP,ALIAS,C100_4,D100_4,C100_L4,D100_L4,TRANS_4,DTRANS_4,TRANS_L4,DTRANS_L4,ICLEVEL,UGDS_MEN,UGDS_WOMEN,CDR3_DENOM,CDR2_DENOM,
103787,2199900,21999,American Indian College Inc,Phoenix,AZ,0,0,0,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.387773469,0,0.469395918,0,0,7,0,0,0.2353,17,0,0,1,0.4607,0.5393,62,0,
103811,2317800,23178,American Institute of Technology,Phoenix,AZ,0,0,0,6030,6135,62.96295535,0.361854504,0.333710407,0.40472879,0.475903615,0.404029099,0.27482679,0.410714286,0.359700905,0.319444444,0.451348183,0.28030303,0.370866471,0.358468678,0.368137783,0.58006044,0,0.736258242,0,0,0,0,0.0568,1267,0,0,0,1267,3,0.8872,0.1128,1377,0,
103893,2100600,21006,Carrington College-Phoenix,Phoenix,AZ,0.9904,0,0,9500,9500,97.49764888,0.303751277,0.253815261,0.382857143,0.596602972,0.344098424,0.176470588,0.381520119,0.271393138,0.265406044,0.548491379,0.301510349,0.311827957,0.297686375,0.311719014,0.7117,0,0,0,Apollo College-Phoenix |Carrington College-Phoenix,0,0,0.2178,326,0,0,0.046,326,2,0.1378,0.8622,3274,0,
103909,2100611,21006,Carrington College-Mesa,Mesa,AZ,1,0,0,9500,9500,97.49764888,0.303751277,0.253815261,0.382857143,0.596602972,0.344098424,0.176470588,0.381520119,0.271393138,0.265406044,0.548491379,0.301510349,0.311827957,0.297686375,0.311719014,0.690014571,0,0.697818974,0,Carrington College-Mesa,0,0,0.1084,286,0,0,0.0455,286,2,0.1685,0.8315,3274,0,
103927,2100607,21006,Carrington College-Tucson,Tucson,AZ,1,0,0,9500,9500,97.49764888,0.303751277,0.253815261,0.382857143,0.596602972,0.344098424,0.176470588,0.381520119,0.271393138,0.265406044,0.548491379,0.301510349,0.311827957,0.297686375,0.311719014,0.653509577,0,0.664555854,0,Carrington College-Tucson,0,0,0.0742,229,0,0,0.0393,229,2,0.191,0.809,3274,0,
103945,3120300,31203,CollegeAmerica-Flagstaff,Flagstaff,AZ,0,0,0,16633,25607.5,262.8074783,0.091149273,0.082539683,-1,-1,0.121580547,0.067757009,0.105555556,0.086655113,-1,-1,0.097972973,0.066666667,0.075117371,0.111782477,0,0.465120349,0,0,0,0.2667,15,0,0,0,209,0,0,1,0.1875,0.8125,414,0,
103954,886400,8864,Arizona Academy of Beauty-East,Tucson,AZ,0,0,0,5500,5500,56.44600725,0.226415094,0.172839506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.228070175,0.224489796,0.591842857,0,0.63795,0,0,0,0,0.4,20,0,0,0,20,3,0,1,51,0,
103963,1084700,10847,Arizona Automotive Institute,Glendale,AZ,0,0,0,9500,13000,133.4178353,0.114262561,0.096270161,0.158808933,0.333333333,0.149295775,0.066793893,0.131462334,0.107761027,0.102921936,0.262857143,0.086956522,0.115879828,0.104336043,0.129032258,0.521452033,0,0.547087871,0,0,0,0,0.4638,567,0,0,0,567,3,0.965,0.035,0,0,
104090,2218800,22188,Brookline College-Phoenix,Phoenix,AZ,0,0,0,9500,9500,97.49764888,0.121505057,0.104127739,0.213483146,0.416,0.173864274,0.062381254,0.15892598,0.111859334,0.110457921,0.396153846,0.124625187,0.109510087,0.113051917,0.134896234,0,0.468921118,0,0.494874227,0,0.2157,51,0,0,0,1188,0,0,1,0.2034,0.7966,3554,0,
104151,108100,1081,Arizona State University-Tempe,Tempe,AZ,0.8433,1145,1135,15034.5,20229,207.6084146,0.567481137,0.497922176,0.571547283,0.654665566,0.682926829,0.435902919,0.603404647,0.500286862,0.507788415,0.663197606,0.566048238,0.569154121,0.530722391,0.588253695,0,0.613703829,0,0.612255498,"ASU Tempe, ASU Main",0.428,6743,0,0,0,6743,0,0,1,0.5618,0.4382,14964,0,
104160,107100,1071,Arizona Western College,Yuma,AZ,0,0,0,4250,5500,56.44600725,0.324861879,0.254237288,0.430434783,0.529411765,-1,-1,0.348314607,0.302173913,0.285714286,0.535211268,0.346666667,0.294736842,0.320463321,0.330749354,0.17008859,0,0.212204735,0,"AWC, A.W.C., AZ Western, AZ Western College, Arizona Western, Yuma/LaPaz Community College District",0,0,0.0531,904,0,0,0.1615,904,2,0.437,0.563,522,0,
104179,108300,1083,University of Arizona,Tucson,AZ,0.7462,0,0,13279,19000,194.9952978,0.659302603,0.582193959,0.667515924,0.736951983,0.796344036,0.516922328,0.685653039,0.565925122,0.6002002,0.746670613,0.658885708,0.659796504,0.611019737,0.679064288,0,0.608205023,0,0.635549261,"UA|U of A|Arizona|UofA|The University of Arizona|University of Arizona|University of Az|AZ|Univ. of Arizona|Univ. of Az|Tucson|Tucson, AZ|the university of Arizona|the Univ. of Az|the U of AZ|the U of Az|Ariz.|Arizona University|Az+university|85721|AZ+univ|AZ university|",0.4006,6331,0,0,0,6331,0,0,1,0.4788,0.5212,6390,0,
104188,2491500,24915,Southwest University of Visual Arts-Tucson,Tucson,AZ,0,0,0,35500,49750,510.5797928,0.247058824,0.18957346,0.346153846,0.333333333,0.231481482,0.254310345,0.303703704,0.209756098,0.17578125,0.464285714,0.269035533,0.216783217,0.19379845,0.279620853,0,0.915673494,0,0.764738235,0,0.1321,53,0,0,0,53,0,0,1,0.4845,0.5155,196,0,
104346,728300,7283,Central Arizona College,Coolidge,AZ,0,0,0,5500,9993,102.5572637,0.266260163,0.192525481,0.371084337,0.387640449,0.591954023,0.222734255,0.299319728,0.252173913,0.231096007,0.404682274,0.271604938,0.258119658,0.261904762,0.270341207,0.179763712,0,0.243267263,0,Pinal County Community College,0,0,0.1598,682,0,0,0.0337,682,2,0.3636,0.6364,841,0,
104364,4051325,40513,Brown Mackie College-Tucson,Tucson,AZ,0,0,0,12004.5,22141.5,227.2362308,0.177903994,0.133149569,0.270183853,0.465851905,0.298204668,0.136699053,0.239640275,0.156240332,0.148174521,0.249843358,0.179872909,0.173166927,0.16166884,0.19874477,0,0.278162914,0,-1,0,0.1,10,0,0,0,114,0,0,1,0.3813,0.6187,25369,0,
104391,2280500,22805,Charles of Italy Beauty College,Lake Havasu City,AZ,0,0,0,6500,7389,75.83264501,0.325581395,0.276595745,-1,-1,0.347826087,0.3,0.434782609,0.265060241,-1,-1,-1,-1,0.265822785,0.42,0.634,0,0.637417544,0,0,0,0,0.3529,68,0,0,0.0441,68,3,0.037,0.963,57,0,
104425,107200,1072,Cochise County Community College District,Douglas,AZ,0,0,0,3952,6500,66.70891765,0.368181818,0.304347826,0.5,0.546875,0.492063492,0.355108878,0.492610837,0.312910285,0.327868853,0.567567568,0.366834171,0.370229008,0.352941177,0.381355932,0.205831681,0,0.22404189,0,Cochise College,0,0,0.123,447,0,0,0.217,447,2,0.4616,0.5384,374,0,
104434,1054207,10542,Empire Beauty School-Flagstaff,Flagstaff,AZ,0,0,0,7775,10050,103.1422496,0.340753425,0.241758242,0.456375839,0.605633803,0.43715847,0.178899083,0.481060606,0.225,0.267699115,0.590909091,-1,-1,0.278846154,0.411764706,0.642861905,0,0.584866038,0,0,0,0,0.0435,23,0,0,0,23,3,0.05,0.95,1605,0,
104443,1054208,10542,Empire Beauty School-Chandler,Chandler,AZ,0,0,0,7775,10050,103.1422496,0.340753425,0.241758242,0.456375839,0.605633803,0.43715847,0.178899083,0.481060606,0.225,0.267699115,0.590909091,-1,-1,0.278846154,0.411764706,0.636368687,0,0.653840769,0,0,0,0,0.0313,32,0,0,0,32,3,0.1134,0.8866,1605,0,
104504,2582700,25827,Cortiva Institute-Tucson,Tucson,AZ,0,0,0,6333,6333,64.99501162,0.458923513,0.3930131,0.541176471,0.666666667,0.475982533,0.427419355,0.5,0.445692884,0.368,0.679611651,0.488721805,0.367816092,0.4375,0.480225989,0.800004364,0,0.815261576,0,0,0,0,0.7753,89,0,0,0,89,3,0.2308,0.7692,219,0,
104568,1085800,10858,Avalon School of Cosmetology-Mesa,Mesa,AZ,0,0,0,9555,11458,117.5924275,0.293103448,0.240780911,0.365517241,0.444444444,0.362804878,0.230978261,0.357400722,0.250596659,0.269982238,0.390977444,0.304416404,0.177419355,0.266106443,0.321533923,0.797336545,0,0.784000697,0,0,0,0,0.8056,144,0,0,0,144,3,0.0528,0.9472,388,0,
104577,107300,1073,Eastern Arizona College,Thatcher,AZ,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288558085,0,0.297633645,0,0,0,0,0.2975,790,0,0,0.0329,790,2,0.4987,0.5013,0,0,
104586,147902,1479,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,0.8016,0,0,13000,24411,250.527906,0.681228158,0.589164786,0.649001536,0.800727273,0.811812391,0.582272927,0.749797571,0.570963542,0.590211132,0.779916753,0.664723032,0.684638554,0.647744946,0.697058824,0,0.587722822,0,0.570309461,Embry Riddle Aeronautical University-Prescott,0.3462,416,0,0,0,416,0,0,1,0.7757,0.2243,2849,0,
104665,2533200,25332,Frank Lloyd Wright School of Architecture,Scottsdale,AZ,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Taliesin,0,0,0,0,0,0,0,0,1,0,0,20,0,
104708,107600,1076,Glendale Community College,Glendale,AZ,0,0,0,3500,7000,71.84037286,0.323984099,0.247706422,0.421052632,0.477001704,-1,-1,0.386833515,0.281040892,0.255465708,0.516400336,0.313880126,0.33684739,0.317303371,0.330438558,0.136251706,0,0.175600726,0,0,0,0,0.0623,2424,0,0,0.3144,2424,2,0.4689,0.5311,2943,0,
104717,107400,1074,Grand Canyon University,Phoenix,AZ,0.5757,0,0,11806,18750,192.4295702,0.280655507,0.184343071,0.355364499,0.561585366,0.62166405,0.2708371,0.402056277,0.269927796,0.203083889,0.478186351,0.281375589,0.278308067,0.26510574,0.297740894,0,0.288827437,0,0.326289831,0,0.1818,165,0,0,0,165,0,0,1,0.2487,0.7513,22551,0,
104911,1218400,12184,International Academy of Hair Design,Tempe,AZ,0,0,0,7000,10556,108.3352823,0.334269663,0.263829787,0.402439024,0.615384615,0.42173913,0.174603175,0.375,0.309090909,0.272727273,0.585714286,-1,-1,0.337016575,0.331428571,0.593896507,0,0.619947134,0,0,0,0,0.4865,222,0,0,0.036,222,3,0.0851,0.9149,0,0,
105145,830300,8303,GateWay Community College,Phoenix,AZ,0,0,0,6364.5,7283,74.7447765,0.329268293,0.258046615,0.425240055,0.556420234,0.451410658,0.313487242,0.414078675,0.311496746,0.258893281,0.515706806,0.335487662,0.319521179,0.327719298,0.330887748,0.154306173,0,0.173082051,0,0,0,0,0.1057,246,0,0,0.4268,246,2,0.4711,0.5289,1690,0,
105154,107700,1077,Mesa Community College,Mesa,AZ,0,0,0,4500,8000,82.10328327,0.327673813,0.261119082,0.405480725,0.479267117,0.625,0.326192552,0.378589263,0.294141829,0.263846415,0.499770957,0.341031024,0.312533051,0.305233381,0.345169828,0.133729739,0,0.16974273,0,0,0,0,0.0639,2331,0,0,0.2853,2331,2,0.499,0.501,5105,0,
105163,732990,7329,ITT Technical Institute-Tucson,Tucson,AZ,0.9358,0,0,13566,25827.5,265.0653186,0.229966555,0.183203649,0.309208797,0.460186711,0.343810135,0.174465545,0.27944772,0.212056535,0.194133945,0.373434063,0.196742929,0.243527639,0.216959777,0.245785684,0,0.26052605,0,0.142837143,0,0,0,0,0,0,64,0,0,1,0.69,0.31,69945,0,
105172,732911,7329,ITT Technical Institute-Tempe,Tempe,AZ,0.9191,0,0,13566,25827.5,265.0653186,0.229966555,0.183203649,0.309208797,0.460186711,0.343810135,0.174465545,0.27944772,0.212056535,0.194133945,0.373434063,0.196742929,0.243527639,0.216959777,0.245785684,0,0.275450299,0,0.206331746,0,0.1429,7,0,0,0,79,0,0,1,0.7528,0.2472,69945,0,
105206,1186400,11864,Mohave Community College,Kingman,AZ,0,0,0,8000,13765,141.2689618,0.303571429,0.246879334,0.422222222,0.601769912,0.533029613,0.237343853,0.435,0.269871795,0.269656377,0.543209877,0.336702955,0.240356083,0.295852535,0.313142857,0.147866537,0,0.284631499,0,0,0,0,0.1038,260,0,0,0,260,2,0.3506,0.6494,1112,0,
105215,2100500,21005,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,AZ,0,0,0,15188,18139,186.1589319,0.374716696,0.280511372,0.430091185,0.612869198,0.437142176,0.226409748,0.480492813,0.272862086,0.304417671,0.566291432,0.325814536,0.376411325,0.351432169,0.401331175,0.652551482,0,0.665748159,0,"Universal Technical Institute of Phoenix, Inc. |Universal Technical Institute  |MMI-Phoenix |MMI-AZ",0,0,0.3492,965,0,0,0.0052,965,2,0.9495,0.0505,6338,0,
105297,824600,8246,Dine College,Tsaile,AZ,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092841429,0,0,0,0,0,0,0,0.269,316,0,0,1,0.3415,0.6585,0,0,
105330,108200,1082,Northern Arizona University,Flagstaff,AZ,0.8099,0,0,13533,20500,210.3896634,0.530216364,0.445861854,0.532825074,0.637616538,0.656441718,0.428635548,0.572088353,0.462116264,0.45983044,0.643134715,0.51935157,0.547473447,0.484690327,0.555534056,0,0.504749608,0,0.533820143,NAU,0.3319,3248,0,0,0,3248,0,0,1,0.4238,0.5762,6336,0,
105349,1186200,11862,Northland Pioneer College,Holbrook,AZ,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082385768,0,0.108870565,0,NPC,0,0,0.0508,118,0,0,0.2119,118,2,0.3454,0.6546,0,0,
105367,193701,1937,Ottawa University-Phoenix,Phoenix,AZ,0,0,0,12500,22000,225.784029,0.458409506,0.346448087,0.479892761,0.622390892,0.632311978,0.42427556,0.59009009,0.424885321,0.355242567,0.603296703,0.444063143,0.487004104,0.452513967,0.464093357,0,0,0,0,OU - Phoenix |OU - Arizona |OUAZ,0,0,0,0,0,0,0,0,1,0.3014,0.6986,1709,0,
105428,107800,1078,Phoenix College,Phoenix,AZ,0,0,0,6000,11389,116.8842866,0.248887571,0.20187602,0.358600583,0.420600858,0.591836735,0.238619004,0.295324972,0.23255814,0.203683241,0.43597561,0.266405485,0.221971407,0.259486607,0.236858771,0.115112067,0,0.187111241,0,0,0,0,0.0466,708,0,0,0.3008,708,2,0.3678,0.6322,2312,0,
105482,2623800,26238,Cortiva Institute-Scottsdale,Scottsdale,AZ,0,0,0,7600,7600,77.9981191,0.444444444,0.432835821,0.490909091,-1,0.5,0.227272727,0.508474576,0.420382166,0.393103448,0.549295775,0.439759036,0.46,0.460674157,0.433070866,0.731497222,0,0.731982474,0,0,0,0,0.7193,57,0,0,0,57,3,0.2874,0.7126,95,0,
105525,726600,7266,Pima Community College,Tucson,AZ,0,0,0,4028,7500,76.97182806,0.327751817,0.276523059,0.412783752,0.495400788,0.515970516,0.30551524,0.396724972,0.290811242,0.284986022,0.487985213,0.338034903,0.315535359,0.304472477,0.347011385,0.094353011,0,0.089140112,0,Pima County Community College District,0,0,0.0556,3542,0,0,0.1708,3542,2,0.4523,0.5477,4799,0,
105534,2217100,22171,Pima Medical Institute-Tucson,Tucson,AZ,0,0,0,8445,8708,89.36942383,0.390260323,0.323905419,0.464829822,0.637119114,0.413007719,0.35736505,0.454717876,0.360546448,0.324972952,0.597625742,0.384418435,0.416529605,0.368147721,0.414077067,0,0.641899401,0,0,0,0,0,0,0,0.0022,1395,0,0,1,0.2521,0.7479,7349,0,
105543,2217103,22171,Pima Medical Institute-Albuquerque,Albuquerque,NM,0,0,0,8445,8708,89.36942383,0.390260323,0.323905419,0.464829822,0.637119114,0.413007719,0.35736505,0.454717876,0.360546448,0.324972952,0.597625742,0.384418435,0.416529605,0.368147721,0.414077067,0.679507375,0,0.654921472,0,0,0,0,0.276,884,0,0,0.009,884,2,0.1861,0.8139,7349,0,
105589,2065300,20653,Prescott College,Prescott,AZ,0.6873,1073,1073,16250,24398.5,250.3996196,0.559099437,0.481060606,0.604316547,0.669230769,-1,-1,0.596059113,0.536363636,0.480113636,0.712707182,0.543283582,0.585858586,0.510204082,0.577720207,0,0.360746203,0,0.391747423,Prescot College | Prescott University | Prescott University | Prescott | PC | Prescott Center for Alternative Education,0.1685,89,0,0,0.0562,89,0,0,1,0.4097,0.5903,456,0,
105659,1168900,11689,Refrigeration School Inc,Phoenix,AZ,0,0,0,9500,11183,114.7701271,0.380853278,0.288590604,0.483018868,0.66,0.432214765,0.203703704,0.460526316,0.365883807,0.321573948,0.575892857,-1,-1,0.402573529,0.352517986,0.667486461,0,0.674580048,0,"The Refrigeration School, RSI",0,0,0.5204,636,0,0,0,636,2,0.9741,0.0259,534,0,
105668,2177500,21775,Rio Salado College,Tempe,AZ,0,0,0,3500,9000,92.36619367,0.17562724,0.122283814,0.302391569,0.389100127,0.321428571,0.174959084,0.252534562,0.168170852,0.133307233,0.385624089,0.18579985,0.156499296,0.158140213,0.197783934,0.10090815,0,0.18332922,0,0,0,0,0.0372,430,0,0,0.3116,430,2,0.3248,0.6752,7899,0,
105677,2113800,21138,Roberto-Venn School of Luthiery,Phoenix,AZ,0,0,0,7307,-1,-1,0.77027027,0.609756098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.909104545,0,0.923092308,0,0,0,0,0.88,25,0,0,0,25,3,0.9762,0.0238,41,0,
105701,3005000,30050,Hair Academy of Safford,Safford,AZ,0,0,0,-1,-1,-1,0.23943662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.62066092,0,0.830767692,0,0,0,0,0.2558,43,0,0,0,43,3,0.0471,0.9529,37,0,
105747,830400,8304,Scottsdale Community College,Scottsdale,AZ,0,0,0,4205,8716,89.45152712,0.394283477,0.329846583,0.429640719,0.546460177,-1,-1,0.426444834,0.368271955,0.312580231,0.522088353,0.419448476,0.364795918,0.366114898,0.413228553,0.157574337,0,0.218421415,0,0,0,0,0.0618,1003,0,0,0.4187,1003,2,0.4795,0.5205,1535,0,
105792,2146600,21466,South Mountain Community College,Phoenix,AZ,0,0,0,5428,9850,101.0896675,0.213263979,0.158813264,0.34591195,0.486486487,-1,-1,0.242307692,0.198428291,0.179216868,0.428571429,0.215909091,0.209726444,0.21875,0.207792208,0.162866055,0,0.197755528,0,0,0,0,0.0871,448,0,0,0.3237,448,2,0.4062,0.5938,574,0,
105899,711300,7113,Arizona Christian University,Phoenix,AZ,0.5673,988,988,11000,22500,230.9154842,0.583333333,0.428571429,0.6,0.75,0.756756757,0.511235955,0.651933702,0.408450704,0.487179487,0.739583333,0.591666667,0.575757576,0.505882353,0.622754491,0,0.548372581,0,0.42997,0,0.4627,67,0,0,0,67,0,0,1,0.5758,0.4242,135,0,
105987,446700,4467,Tucson College,Tucson,AZ,0,0,0,9498,9499,97.48738597,0.187439614,0.168674699,0.265306122,-1,0.21732746,0.129943503,0.274418605,0.164634146,0.171717172,0.533333333,0.2015625,0.164556962,0.183835182,0.193069307,0.612113613,0,0.687566097,0,0,0,0,0.3499,443,0,0,0,443,3,0.4129,0.5871,530,0,
106041,822100,8221,Universal Technical Institute of Arizona Inc,Avondale,AZ,0,0,0,14243,18500,189.8638426,0.433086603,0.319606993,0.48005945,0.66653605,0.525357896,0.248277395,0.514252741,0.287925697,0.357418012,0.619206146,0.342028986,0.435472845,0.413659078,0.455280685,0.631078503,0,0.671666324,0,Universal Technical Institute |UTI-AZ |UTI-Avondale,0,0,0.2531,1138,0,0,0.0088,1138,2,0.9632,0.0368,7153,0,
106102,2171500,21715,Western International University,Tempe,AZ,0,0,0,20498,28875,296.341538,0.389527117,0.300682261,0.472176759,0.562899787,0.517635844,0.339643653,0.491620112,0.384399551,0.312448133,0.528882221,0.380215827,0.416407061,0.386094675,0.393586006,0,0.142819481,0,0.03559589,West,0,68,0,0,0,85,0,0,1,0.3454,0.6546,1927,0,
106111,945915,9459,Empire Beauty School-NW Phoenix,Phoenix,AZ,0,0,0,6961.5,9833,100.915198,0.269293925,0.19239905,0.345864662,0.672727273,0.36565097,0.129032258,0.445414847,0.163157895,0.214990138,0.539215686,-1,-1,0.24,0.308880309,0.46013681,0,0.402243017,0,0,0,0,0,104,0,0,0,104,3,0.0635,0.9365,1824,0,
106148,107900,1079,Yavapai College,Prescott,AZ,0,0,0,5250,9374,96.20452217,0.361014994,0.288732394,0.490384615,0.516483517,0.58649789,0.276190476,0.450184502,0.320469799,0.305309735,0.560846561,0.40990099,0.29281768,0.352941177,0.367647059,0.176561791,0,0.206294089,0,0,0,0,0.1137,343,0,0,0.2274,343,2,0.4421,0.5579,563,0,
106245,110100,1101,University of Arkansas at Little Rock,Little Rock,AR,0.5928,1048,1048,12500,21736,223.0746206,0.420510708,0.347962382,0.488122605,0.597058824,0.608662614,0.350564972,0.47107438,0.383351197,0.366809728,0.558412932,0.400189215,0.458753709,0.420657277,0.420396185,0,0.253134825,0,0.251301105,UALR|University of Arkansas-Little Rock|Arkansas Little Rock|,0.0814,614,0,0,0.39,618,0,0,1,0.4066,0.5934,3353,0,
106263,110900,1109,University of Arkansas for Medical Sciences,Little Rock,AR,0,0,0,12500,12500,128.2863801,0.784053156,0.745920746,0.772058824,0.881188119,0.871715611,0.5625,0.904615385,0.716262976,0.7,0.847953216,0.785817656,0.778301887,0.756756757,0.803001876,0,0,0,0,UAMS,0,0,0,0,0,0,0,0,1,0.2222,0.7778,759,0,
106281,3065100,30651,ABC Beauty College Inc,Arkadelphia,AR,0,0,0,16500,16500,169.3380217,0.173913044,0.139240506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.351324324,0,0.46668,0,0,0,0,0.1579,19,0,0,0,19,3,0.2895,0.7105,52,0,
106306,108700,1087,Arkansas Baptist College,Little Rock,AR,0,0,0,9500,38000,389.9905955,0.087354409,0.079218107,0.086956522,0.260869565,0.232142857,0.080279232,0.08322325,0.094382023,0.079422383,0.180851064,0.090909091,0.085301837,0.085899514,0.088888889,0,0.168367546,0,0.050730435,0,0.0448,134,0,0,0,134,0,0,1,0.6696,0.3304,979,0,
106315,3005100,30051,Arkansas Beauty School-Little Rock,Little Rock,AR,0,0,0,6333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5937375,0,0.56757027,0,0,0,0,0.2,10,0,0,0,10,3,0.0612,0.9388,41,0,
106324,3997300,39973,Arkansas Beauty College,Russellville,AR,0,0,0,5709.5,6333,64.99501162,0.305555556,0.211538462,-1,-1,-1,-1,-1,0.229166667,-1,-1,-1,-1,0.292682927,0.322580645,0.500035714,0,0.602768493,0,0,0,0,0.2692,26,0,0,0,26,3,0.0909,0.9091,39,0,
106342,108800,1088,Lyon College,Batesville,AR,0.6142,1109,1109,12000,25000,256.5727602,0.579113924,0.438461539,0.617021277,0.739130435,0.753846154,0.456989247,0.628252788,0.29787234,0.484693878,0.733333333,0.587912088,0.567164179,0.496062992,0.634920635,0,0.493877143,0,0.48955523,0,0.4902,102,0,0,0,102,0,0,1,0.529,0.471,202,0,
106351,3023400,30234,Arkansas College of Barbering and Hair Design,North Little Rock,AR,0,0,0,9500,13253,136.0143516,0.15,0.144927536,-1,-1,-1,-1,-1,-1,-1,-1,0.196969697,0.117021277,0.154761905,0.144736842,0.65001,0,0.593023256,0,0,0,0,0.0833,36,0,0,0,36,3,0.5392,0.4608,75,0,
106360,2363500,23635,Arthur's Beauty College Inc-Fort Smith,Fort Smith,AR,0,0,0,6641,9833,100.915198,0.352941177,0.333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.67500625,0,0.607602532,0,0,0,0,0.2889,45,0,0,0,45,3,0,1,69,0,
106397,110800,1108,University of Arkansas,Fayetteville,AR,0.6204,1155,1155,14250,21500,220.6525738,0.655713688,0.559050445,0.670694864,0.736574336,0.806855026,0.531118748,0.692600653,0.532667877,0.586312957,0.738631144,0.652777778,0.658617819,0.616570328,0.674635207,0,0.612086197,0,0.631268866,University of Arkansas|Arkansas,0.3722,2977,0,0,0,2977,0,0,1,0.4829,0.5171,3460,0,
106412,108600,1086,University of Arkansas at Pine Bluff,Pine Bluff,AR,0.3868,886,886,13473.5,27728.5,284.5751113,0.237318841,0.230523627,0.232848233,0.316770186,0.493031359,0.14749082,0.239954726,0.22675737,0.228310502,0.312236287,0.271172638,0.194897959,0.235877106,0.23853211,0,0.265859033,0,0.291250321,UAPB,0.0977,952,0,0,0.1597,952,0,0,1,0.4559,0.5441,1189,0,
106449,109100,1091,Arkansas State University-Beebe,Beebe,AR,0,0,0,4500,5665.5,58.14451892,0.392325764,0.311653117,0.485639687,0.544871795,0.510489511,0.358224016,0.459363958,0.338959212,0.328467153,0.58490566,0.379807692,0.415730337,0.389270977,0.396363636,0.372401408,0,0.398738962,0,ASU-BEEBE,0,0,0.2486,897,0,0,0.1516,897,2,0.4081,0.5919,733,0,
106458,109000,1090,Arkansas State University-Main Campus,Jonesboro,AR,0.7239,1088,1088,12316,19250,197.5610254,0.448270314,0.36530442,0.525442478,0.644444444,0.63143199,0.324433657,0.492303387,0.388720666,0.394293925,0.644080417,0.444791667,0.453894737,0.42920354,0.468043265,0,0.381700412,0,0.40070331,Arkansas State University-Jonesboro,0.202,1743,0,0,0.3442,1743,0,0,1,0.4276,0.5724,4719,0,
106467,108900,1089,Arkansas Tech University,Russellville,AR,0.8626,1010,1010,10000,17480,179.3956739,0.45936214,0.349811676,0.555073721,0.659574468,0.648760331,0.346469622,0.5416122,0.34086629,0.396441759,0.665566557,0.428502879,0.495011087,0.424533064,0.495542737,0,0.423297198,0,0.443665792,ATU|Tech|Arkansas Tech,0.2438,1251,0,0,0.2614,1450,0,0,1,0.444,0.556,2351,0,
106485,108500,1085,University of Arkansas at Monticello,Monticello,AR,0,0,0,7500,15000,153.9436561,0.304066543,0.206734007,0.438864629,0.678733032,0.585434174,0.248478141,0.344801223,0.24182243,0.244842562,0.642857143,0.296449216,0.313746065,0.272934041,0.352662722,0,0.282468858,0,0.258324167,UAM,0.1598,557,0,0,0.1785,661,0,0,1,0.4198,0.5802,1284,0,
106494,2538500,25385,Arthur's Beauty College Inc-Jacksonville,Jacksonville,AR,0,0,0,8500,9833,100.915198,0.27014218,0.208333333,-1,-1,0.351145038,0.1375,0.396825397,0.216216216,0.241758242,-1,-1,-1,0.291338583,0.238095238,0.666682716,0,0.605469725,0,0,0,0,0.5405,37,0,0,0,37,3,0.0536,0.9464,112,0,
